"0","[10980, 14769, 1768, 2774, 1124, 1371, 8949]","[1337964296, 1337964316, 1337964333, 1337964371, 1337964400, 1337980986, 1337981016]","[178, 140, 132, 143, 39, 121, 51]"
"0","[2114, 1124, 14769, 2842, 14769, 6644, 10247, 12248, 2774, 1371, 14769, 1768, 14657, 1124]","[1338063827, 1338080480, 1338080500, 1338092026, 1338106670, 1338111814, 1338111842, 1338111970, 1338124265, 1338126830, 1338131856, 1338131870, 1338131912, 1338131936]","[74, 39, 140, 132, 140, 51, 142, 121, 143, 121, 140, 132, 103, 39]"
"0","[8949, 14769, 2842, 10247, 12248, 839, 15834, 13712, 7521]","[1338150639, 1338196345, 1338199984, 1338205093, 1338205142, 1338208309, 1338210500, 1338210724, 1338212742]","[51, 140, 132, 142, 121, 132, 139, 196, 75]"
"0","[1371, 13123, 3630, 15965, 18262, 8949, 14769, 2842, 2774]","[1338229890, 1338234869, 1338234878, 1338235071, 1338235145, 1338237176, 1338281088, 1338281141, 1338284567]","[121, 83, 58, 97, 181, 51, 140, 132, 143]"
"0","[14769, 1371, 8949]","[1338309150, 1338327616, 1338327640]","[140, 121, 51]"
"0","[3134]","[1338472972]","[132]"
"0","[14769]","[1338518778]","[140]"
"0","[14769]","[1338649921]","[140]"
"0","[13949, 14769, 2842, 14769, 2842, 2774, 15965, 11688]","[1338656053, 1338685383, 1338685404, 1338717157, 1338718785, 1338727311, 1338738349, 1338738952]","[152, 140, 132, 140, 132, 143, 97, 181]"
"0","[1037, 528, 14769]","[1338746135, 1338750670, 1338777477]","[178, 39, 140]"
"0","[14769, 2774, 2842, 12318, 3723]","[1338831360, 1338831378, 1338831393, 1338834149, 1338837119]","[140, 143, 132, 16, 20]"
"0","[2842, 3723, 8949]","[1339003229, 1339003304, 1339034125]","[132, 20, 51]"
"0","[10671, 1768, 14769, 2842, 1124, 10223]","[1339088611, 1339088664, 1339088684, 1339088766, 1339088818, 1339146777]","[45, 132, 140, 132, 39, 98]"
"0","[14769, 2842, 2774, 8949, 14769, 11495, 14769]","[1339173053, 1339173070, 1339179173, 1339179216, 1339215438, 1339243123, 1339249747]","[140, 132, 143, 51, 140, 12, 140]"
"0","[9782, 18316, 7094, 6644, 2842, 14753, 4475, 15965, 3723, 5009, 8949, 1124, 17762, 14769, 2774, 3723, 13601]","[1339260758, 1339260875, 1339262681, 1339265677, 1339266518, 1339266590, 1339266649, 1339266675, 1339266730, 1339266759, 1339266952, 1339299664, 1339321490, 1339341813, 1339341843, 1339341860, 1339341895]","[198, 100, 58, 51, 132, 132, 200, 97, 20, 200, 51, 39, 240, 140, 143, 20, 39]"
"0","[2261, 8949, 14769]","[1339349683, 1339355243, 1339379274]","[32, 51, 140]"
"0","[14769]","[1339501892]","[140]"
"0","[1371, 8949]","[1339613181, 1339632627]","[121, 51]"
"0","[14769]","[1339730993]","[140]"
"0","[14088]","[1339857637]","[204]"
"0","[905, 12248, 8949, 14769, 1124, 2774, 9329]","[1339862616, 1339869620, 1339888339, 1339926957, 1339928438, 1339939782, 1339948069]","[132, 121, 51, 140, 39, 143, 132]"
"0","[14769, 2842, 1124, 14769]","[1339952042, 1339952067, 1339952087, 1339989898]","[140, 132, 39, 140]"
"0","[14769, 2842, 1124, 2774, 3723, 14769]","[1340212287, 1340212330, 1340212378, 1340213895, 1340213918, 1340243982]","[140, 132, 39, 143, 20, 140]"
"0","[10223, 2774]","[1340702824, 1340711926]","[98, 143]"
"0","[14769, 1124, 2774, 2842, 3723, 15965]","[1340729986, 1340730206, 1340730319, 1340730390, 1340735359, 1340735458]","[140, 39, 143, 132, 20, 97]"
"0","[14769, 2842, 1371]","[1341247336, 1341247398, 1341251887]","[140, 132, 121]"
"0","[14769, 19343, 8949, 1124, 2774, 1124]","[1341371714, 1341372070, 1341381663, 1341381691, 1341405985, 1341406002]","[140, 140, 51, 39, 143, 39]"
"0","[2774, 14769, 5100, 5323, 5426, 16970]","[1341454122, 1341454150, 1341478028, 1341478048, 1341479513, 1341487440]","[143, 140, 197, 141, 83, 39]"
"0","[4926, 14900, 3723, 14769]","[1341510701, 1341511049, 1341515277, 1341543479]","[178, 143, 20, 140]"
"0","[1768, 2842, 16542, 1124, 4383]","[1341666845, 1341666869, 1341666889, 1341666916, 1341676093]","[132, 132, 20, 39, 178]"
"0","[3662, 10937, 14769, 2774]","[1341680897, 1341690022, 1341717471, 1341751601]","[80, 178, 140, 143]"
"0","[8949, 6644, 15965, 12153, 15965]","[1341780688, 1341780705, 1341780720, 1341780750, 1341780840]","[51, 51, 97, 100, 97]"
"0","[14769, 1124]","[1342239251, 1342239278]","[140, 39]"
"0","[14769, 2842, 1124]","[1342320740, 1342320752, 1342320775]","[140, 132, 39]"
"0","[2842, 14088, 4475, 15965]","[1342369131, 1342369178, 1342369260, 1342378582]","[132, 204, 200, 97]"
"0","[14769, 12261]","[1342457660, 1342539839]","[140, 32]"
"0","[14769, 2842, 1124]","[1342882973, 1342883010, 1342883025]","[140, 132, 39]"
"0","[2774, 7236, 14769]","[1343095126, 1343095145, 1343095163]","[143, 14, 140]"
"0","[2842, 2774, 1124, 5851, 15438]","[1343449489, 1343449506, 1343449524, 1343469180, 1343470746]","[132, 143, 39, 141, 32]"
"0","[14769, 2842]","[1343570238, 1343571977]","[140, 132]"
"0","[2774, 14769]","[1343613982, 1343614056]","[143, 140]"
"0","[14769, 5851, 8949, 12361]","[1344142054, 1344159363, 1344162835, 1344180622]","[140, 141, 51, 167]"
"0","[2842, 1124, 2774, 17819, 14769]","[1344211199, 1344211222, 1344217614, 1344217636, 1344217714]","[132, 39, 143, 141, 140]"
"0","[19746, 2842, 14088]","[1344507193, 1344511685, 1344520422]","[140, 132, 204]"
"0","[14769, 14769]","[1344560890, 1344613610]","[140, 140]"
"0","[16542, 1124, 2842, 1371, 4475, 3723, 14769, 8949, 2842, 8671, 2636, 2842, 7094, 14088, 16230]","[1344621587, 1344621643, 1344621676, 1344621833, 1344621973, 1344622215, 1344657062, 1344657111, 1344659718, 1344680546, 1344693923, 1344693937, 1344693989, 1344694154, 1344698491]","[20, 39, 132, 121, 200, 20, 140, 51, 132, 178, 97, 132, 58, 204, 204]"
"0","[2774, 1124, 14769, 14769, 1371, 528, 6644, 6644, 6790]","[1344745298, 1344745315, 1344745330, 1344769956, 1344769975, 1344770082, 1344770214, 1344770418, 1344770443]","[143, 39, 140, 140, 121, 39, 51, 51, 39]"
"0","[14769, 4926, 19347, 19347, 17837, 6790, 6790, 12318, 3723, 2842]","[1344791084, 1344792288, 1344794563, 1344794635, 1344795012, 1344847049, 1344849736, 1344852043, 1344852091, 1344852107]","[140, 178, 152, 152, 76, 39, 39, 16, 20, 132]"
"0","[8911]","[1345128326]","[241]"
"0","[3308]","[1345136021]","[83]"
"0","[14088, 1371, 16542, 4475, 2636, 1124]","[1345289465, 1345299635, 1345299711, 1345299747, 1345299880, 1345301643]","[204, 121, 20, 200, 97, 39]"
"0","[2774, 8949, 14769, 1124, 10223, 12318, 5939, 12504]","[1346815369, 1346815384, 1346815492, 1346836919, 1346844755, 1346846775, 1346846801, 1346850014]","[143, 51, 140, 39, 98, 16, 131, 92]"
"0","[14769]","[1346863625]","[140]"
"0","[14769]","[1347186716]","[140]"
"0","[3723]","[1347709349]","[20]"
"0","[8949, 8949, 14769, 4367, 19735]","[1350931280, 1350957172, 1350957185, 1350980034, 1350986735]","[51, 51, 140, 39, 3]"
"0","[11559, 14769]","[1351014311, 1351014345]","[187, 140]"
"0","[6769]","[1351161966]","[95]"
"0","[18894, 18894, 3627, 2842, 6769, 10077]","[1351682860, 1351688292, 1351695461, 1351695501, 1351695536, 1351696043]","[88, 88, 21, 132, 95, 178]"
"0","[4155, 12318, 1836, 9977, 8949]","[1351700606, 1351707885, 1351708104, 1351749613, 1351749675]","[87, 16, 140, 173, 51]"
"0","[1124]","[1351829275]","[39]"
"0","[14769, 2774, 14769, 10671, 14576]","[1352140773, 1352170083, 1352170236, 1352193590, 1352202745]","[140, 143, 140, 45, 205]"
"0","[612, 13965, 19412, 5237]","[1352437261, 1352437298, 1352437315, 1352437333]","[178, 20, 199, 81]"
"0","[14769]","[1352631905]","[140]"
"0","[12159]","[1352800466]","[240]"
"0","[950]","[1353086163]","[238]"
"0","[10671]","[1353435390]","[45]"
"0","[10919]","[1353921522]","[132]"
"0","[8949, 14769, 9977, 11491]","[1353985693, 1353985756, 1354009513, 1354009536]","[51, 140, 173, 97]"
"0","[13496]","[1354964842]","[85]"
"0","[6769, 13067, 14769, 16761]","[1355134085, 1355134101, 1355134908, 1355135044]","[95, 5, 140, 83]"
"0","[5939]","[1355164887]","[131]"
"0","[18515]","[1355472967]","[62]"
"0","[2774, 8949]","[1356059889, 1356059907]","[143, 51]"
"0","[14576, 10637]","[1356168178, 1356168219]","[205, 98]"
"0","[14769, 2774, 8949, 14769, 14769]","[1356634454, 1356665392, 1356665406, 1356665472, 1356690938]","[140, 143, 51, 140, 140]"
"0","[10671]","[1356713176]","[45]"
"0","[2774, 14769]","[1357181120, 1357181197]","[143, 140]"
"0","[14769]","[1357268413]","[140]"
"0","[2774, 8949]","[1357361803, 1357361825]","[143, 51]"
"0","[6769, 11559, 2842]","[1357428994, 1357436804, 1357449739]","[95, 187, 132]"
"0","[16740, 2774, 8949, 6644]","[1357489243, 1357527847, 1357527865, 1357528116]","[178, 143, 51, 51]"
"0","[11559]","[1358095228]","[187]"
"0","[1124]","[1358446787]","[39]"
"0","[6223]","[1359210954]","[132]"
"0","[2774, 8949, 14769]","[1359428970, 1359428986, 1359429085]","[143, 51, 140]"
"0","[1124, 14769]","[1359484063, 1359525984]","[39, 140]"
"0","[3106]","[1359739119]","[20]"
"0","[12137, 7246]","[1359823943, 1359827745]","[11, 178]"
"0","[6223]","[1359978012]","[132]"
"0","[2774, 8949, 14769]","[1360032017, 1360032043, 1360032194]","[143, 51, 140]"
"0","[2774, 14769]","[1360117960, 1360118916]","[143, 140]"
"0","[2842, 2774, 14769]","[1360177308, 1360205683, 1360205799]","[132, 143, 140]"
"0","[2539]","[1360793295]","[178]"
"1","[8316]","[1339614151]","[97]"
"1","[8316]","[1339852681]","[97]"
"1","[5624]","[1339918650]","[217]"
"1","[7699, 14332, 8316]","[1340224729, 1340225423, 1340229889]","[178, 214, 97]"
"1","[5624, 1659]","[1340695516, 1340708464]","[217, 242]"
"1","[8316, 14452]","[1341056620, 1341067418]","[97, 154]"
"1","[5624]","[1341229412]","[217]"
"1","[17748, 1874, 7032, 1874, 5624, 18388, 5624]","[1341253047, 1341253339, 1341255553, 1341293723, 1341293736, 1341308696, 1341320829]","[4, 166, 166, 166, 217, 233, 217]"
"1","[8316, 5624, 17748, 5624, 8316, 1472, 15585]","[1341337667, 1341381150, 1341391544, 1341392016, 1341411472, 1341413854, 1341414883]","[97, 217, 4, 217, 97, 181, 97]"
"1","[8316]","[1341483422]","[97]"
"1","[18400, 19783, 8316]","[1341578535, 1341582933, 1341583780]","[190, 108, 97]"
"1","[16190, 8316, 7032, 5624, 8316, 15412]","[1341599811, 1341604465, 1341631022, 1341632295, 1341641976, 1341670557]","[97, 97, 166, 217, 97, 97]"
"1","[16190, 8316, 15412, 15412, 8316, 19557]","[1341687454, 1341693145, 1341696666, 1341708552, 1341732870, 1341737334]","[97, 97, 97, 97, 97, 181]"
"1","[13940, 14452, 1874, 5624, 1874]","[1341819674, 1341820487, 1341830889, 1341831479, 1341839793]","[1, 154, 166, 217, 166]"
"1","[4992, 14321]","[1342005805, 1342007756]","[108, 184]"
"1","[16190, 1472, 16190, 5624]","[1342032314, 1342034235, 1342078121, 1342105653]","[97, 181, 97, 217]"
"1","[8316, 16193, 3729]","[1342157277, 1342157857, 1342193471]","[97, 181, 132]"
"1","[12999, 12999, 12014, 1513, 8316]","[1342195873, 1342196498, 1342206343, 1342207974, 1342216041]","[187, 187, 178, 144, 97]"
"1","[1874]","[1342438693]","[166]"
"1","[5624, 19557, 8316, 936]","[1342462055, 1342468372, 1342473169, 1342536774]","[217, 181, 97, 168]"
"1","[9457, 16234, 16190, 5624]","[1342604230, 1342604684, 1342607850, 1342609300]","[181, 181, 97, 217]"
"1","[8316, 5624]","[1343096735, 1343118588]","[97, 217]"
"1","[18519]","[1343420434]","[166]"
"1","[8316, 5624]","[1343524026, 1343573644]","[97, 217]"
"1","[13945, 5624]","[1343632714, 1343636443]","[42, 217]"
"1","[5624, 8316]","[1344149137, 1344180658]","[217, 97]"
"1","[5624]","[1344514606]","[217]"
"1","[5624, 18029, 5624]","[1344578159, 1344592532, 1344594834]","[217, 126, 217]"
"1","[8316, 19804, 10987, 8316]","[1344621404, 1344661219, 1344686805, 1344688128]","[97, 48, 108, 97]"
"1","[14321, 14321, 15383]","[1344851556, 1344853424, 1344858761]","[184, 184, 108]"
"1","[8316, 5624, 1874, 5624]","[1344879415, 1344931212, 1344948219, 1344959480]","[97, 217, 166, 217]"
"1","[5624]","[1345117616]","[217]"
"1","[13868, 19376]","[1345207145, 1345210324]","[190, 48]"
"1","[9374, 3916, 1143]","[1345298473, 1345299416, 1345301444]","[90, 16, 145]"
"1","[13868, 4992]","[1345398716, 1345401699]","[190, 108]"
"1","[9582, 4462]","[1347651859, 1347724366]","[178, 125]"
"1","[4462]","[1347726784]","[125]"
"1","[8316]","[1349688331]","[97]"
"1","[17505, 16931]","[1349970268, 1349970442]","[45, 123]"
"1","[17505, 18519, 10987, 5624]","[1349985337, 1349993027, 1350042053, 1350042947]","[45, 166, 108, 217]"
"1","[14122, 4992, 8316]","[1350059061, 1350066108, 1350088045]","[87, 108, 97]"
"1","[1874, 5624]","[1350646555, 1350646584]","[166, 217]"
"1","[4992, 8316, 5624]","[1351020510, 1351021581, 1351077713]","[108, 97, 217]"
"1","[16374, 14113, 11634, 18400, 3873, 8316]","[1351151891, 1351154432, 1351154443, 1351163151, 1351167432, 1351168114]","[106, 98, 98, 190, 181, 97]"
"1","[3836, 3836, 12755, 5624, 12674, 8316]","[1351181116, 1351184876, 1351186165, 1351230769, 1351259263, 1351261489]","[97, 97, 143, 217, 182, 97]"
"1","[8976]","[1351352260]","[184]"
"1","[16557]","[1351358279]","[1]"
"1","[18400, 14626]","[1351592879, 1351597822]","[190, 181]"
"1","[1228, 8316]","[1351723660, 1351725193]","[108, 97]"
"1","[8453, 19799, 5624]","[1352152007, 1352152833, 1352204458]","[197, 178, 217]"
"1","[19783]","[1352235581]","[108]"
"1","[4462]","[1352578277]","[125]"
"1","[8316, 5624]","[1352677619, 1352702539]","[97, 217]"
"1","[7032, 5022]","[1352981267, 1352981289]","[166, 23]"
"1","[14885, 5540, 17810, 13995, 8316]","[1353007636, 1353008095, 1353009067, 1353011065, 1353026971]","[168, 205, 200, 242, 97]"
"1","[1228, 5624, 1874, 17259, 19783, 8316]","[1353097525, 1353128378, 1353137071, 1353137609, 1353145045, 1353152758]","[108, 217, 166, 163, 108, 97]"
"1","[14452]","[1353225667]","[154]"
"1","[1874, 3703, 6286]","[1353313610, 1353323218, 1353328952]","[166, 184, 166]"
"1","[7032, 14321, 4992]","[1353392513, 1353394200, 1353396626]","[166, 184, 108]"
"1","[5624]","[1353505261]","[217]"
"1","[5624, 8316, 1228]","[1353522020, 1353538498, 1353598996]","[217, 97, 108]"
"1","[3947, 1228, 9731]","[1353602847, 1353659955, 1353680177]","[181, 108, 140]"
"1","[8316, 5624, 5624]","[1353711953, 1353752900, 1353769863]","[97, 217, 217]"
"1","[11373]","[1353847589]","[169]"
"1","[8316]","[1353887238]","[97]"
"1","[5624]","[1353999311]","[217]"
"1","[18400, 11381]","[1354271486, 1354273248]","[190, 1]"
"1","[10987, 19783, 8316]","[1354356010, 1354357333, 1354377139]","[108, 108, 97]"
"1","[13358, 5624, 16190]","[1354485790, 1354511796, 1354539073]","[20, 217, 97]"
"1","[8316, 13358, 5624, 18029, 17033]","[1354561450, 1354561477, 1354597683, 1354613795, 1354625384]","[97, 20, 217, 126, 166]"
"1","[18400, 7032]","[1354709867, 1354710252]","[190, 166]"
"1","[12674, 16193]","[1354732356, 1354732366]","[182, 181]"
"1","[16190, 17885]","[1354896144, 1354903674]","[97, 240]"
"1","[13868, 14452, 5624]","[1355075987, 1355133962, 1355144375]","[190, 154, 217]"
"1","[3947]","[1356618340]","[181]"
"1","[1874]","[1356789752]","[166]"
"1","[1228, 5624, 5624, 5624]","[1356830617, 1356870696, 1356870696, 1356870697]","[108, 217, 217, 217]"
"1","[6056, 12989, 4992, 8316, 7032]","[1356884689, 1356898376, 1356900090, 1356903362, 1356960408]","[166, 97, 108, 97, 166]"
"1","[8316, 4980]","[1356988141, 1357044077]","[97, 140]"
"1","[8316]","[1357156161]","[97]"
"1","[5624]","[1357282052]","[217]"
"1","[5624]","[1357394584]","[217]"
"1","[13940]","[1357422266]","[1]"
"1","[16190, 13965]","[1357496165, 1357496188]","[97, 20]"
"1","[5624, 11711, 5624, 6834]","[1357713299, 1357737539, 1357738241, 1357744750]","[217, 4, 217, 49]"
"1","[19783]","[1357768502]","[108]"
"1","[8976, 1228, 8316]","[1357837090, 1357857239, 1357860958]","[184, 108, 97]"
"1","[18519, 19783]","[1357944334, 1357944757]","[166, 108]"
"1","[13358]","[1358077164]","[20]"
"1","[14443, 12101, 11373]","[1358257908, 1358259695, 1358259710]","[93, 154, 169]"
"1","[2560, 15274, 2712, 14122, 1874, 17748, 17748]","[1358416723, 1358419392, 1358421621, 1358432175, 1358435650, 1358436392, 1358436393]","[23, 20, 133, 87, 166, 4, 4]"
"1","[18519]","[1358463941]","[166]"
"1","[5624]","[1358790462]","[217]"
"1","[13272, 16193]","[1359493724, 1359494130]","[4, 181]"
"1","[12674, 5624, 8316]","[1359568841, 1359614005, 1359637981]","[182, 217, 97]"
"1","[19667, 13995, 9319, 1874]","[1359651403, 1359653089, 1359656665, 1359723197]","[130, 242, 40, 166]"
"1","[16190, 1228, 9149, 5339, 9149, 13358]","[1359741242, 1359785241, 1359785892, 1359786641, 1359805067, 1359805573]","[97, 108, 142, 22, 142, 20]"
"1","[5624]","[1359899783]","[217]"
"1","[8396, 4992]","[1359992565, 1359992584]","[20, 108]"
"1","[8316, 18282, 9936]","[1359994225, 1359994504, 1359995053]","[97, 169, 20]"
"1","[18519]","[1360233602]","[166]"
"1","[13965, 16190, 18178, 4992]","[1360267656, 1360267676, 1360269372, 1360269437]","[20, 97, 142, 108]"
"1","[16193, 9754]","[1360525033, 1360525086]","[181, 241]"
"1","[1513]","[1360608051]","[144]"
"1","[14819, 14321, 8976, 7032]","[1360686036, 1360686940, 1360689478, 1360733293]","[91, 184, 184, 166]"
"2","[18647, 18647, 424]","[1333513362, 1333530250, 1333546986]","[98, 98, 181]"
"2","[9594, 18647]","[1333597668, 1333598976]","[3, 98]"
"2","[3544, 15519]","[1333700250, 1333700601]","[200, 166]"
"2","[18647]","[1333945528]","[98]"
"2","[18647]","[1334047859]","[98]"
"2","[18647]","[1334203981]","[98]"
"2","[18647, 5795]","[1334290383, 1334326032]","[98, 11]"
"2","[18647, 18647]","[1334549413, 1334566766]","[98, 98]"
"2","[18647, 16281, 18647]","[1334636084, 1334650372, 1334653093]","[98, 42, 98]"
"2","[18647, 11205]","[1334808766, 1334838629]","[98, 187]"
"2","[18647, 18647]","[1334895501, 1334913036]","[98, 98]"
"2","[8733]","[1334992506]","[184]"
"2","[15106, 6780]","[1335073072, 1335075625]","[200, 143]"
"2","[18647, 424]","[1335154804, 1335188725]","[98, 181]"
"2","[18647]","[1335241262]","[98]"
"2","[18647, 16281, 18647]","[1335327079, 1335343371, 1335346515]","[98, 42, 98]"
"2","[18647]","[1335413637]","[98]"
"2","[1662, 18647, 5795]","[1335497972, 1335499486, 1335533691]","[4, 98, 11]"
"2","[1121, 16148, 12024, 12111, 13928]","[1335589686, 1335603279, 1335609106, 1335611544, 1335612816]","[48, 217, 149, 87, 240]"
"2","[6780]","[1335681041]","[143]"
"2","[18647]","[1335931668]","[98]"
"2","[18647, 11118]","[1336018922, 1336052198]","[98, 43]"
"2","[208, 8651]","[1336196236, 1336209190]","[173, 168]"
"2","[1470]","[1336293703]","[181]"
"2","[18647, 424]","[1336364585, 1336398233]","[98, 181]"
"2","[16281, 18647]","[1336465467, 1336467926]","[42, 98]"
"2","[18647, 9594, 18647]","[1336537400, 1336551430, 1336553226]","[98, 3, 98]"
"2","[16281, 18647, 3544]","[1336638014, 1336640545, 1336658817]","[42, 98, 200]"
"2","[18647, 11189, 45, 14975]","[1336726400, 1336744879, 1336745833, 1336748672]","[98, 200, 166, 168]"
"2","[18553]","[1336827509]","[89]"
"2","[12984]","[1336894741]","[163]"
"2","[18647, 9594, 18647]","[1336969415, 1336984289, 1336985743]","[98, 3, 98]"
"2","[18647, 15375]","[1337056101, 1337089332]","[98, 181]"
"2","[18647]","[1337142379]","[98]"
"2","[18647]","[1337246199]","[98]"
"2","[18647]","[1337315544]","[98]"
"2","[18647, 3544, 3814]","[1337573918, 1337606428, 1337606663]","[98, 200, 170]"
"2","[18647]","[1337661311]","[98]"
"2","[18647, 16192]","[1337919203, 1337942354]","[98, 128]"
"2","[773, 19321, 2543, 480]","[1338092372, 1338094785, 1338101943, 1338116645]","[5, 184, 181, 53]"
"2","[13168, 2980]","[1338178024, 1338179976]","[16, 190]"
"2","[18647, 12984, 1460]","[1338265196, 1338299481, 1338300012]","[98, 163, 198]"
"2","[18647, 8733]","[1338455389, 1338472600]","[98, 184]"
"2","[18647]","[1338524398]","[98]"
"2","[18647, 13951]","[1338783287, 1338817531]","[98, 181]"
"2","[18647]","[1338869639]","[98]"
"2","[18647, 9594, 18647, 424]","[1338957017, 1338970801, 1338972915, 1338990164]","[98, 3, 98, 181]"
"2","[14653]","[1339128556]","[98]"
"2","[19100, 19321, 424]","[1339221970, 1339225069, 1339230054]","[125, 184, 181]"
"2","[19199]","[1339397060]","[98]"
"2","[18647, 18647]","[1339475377, 1339490277]","[98, 98]"
"2","[18647]","[1339562104]","[98]"
"2","[18647]","[1339732359]","[98]"
"2","[15787]","[1339913399]","[88]"
"2","[18647]","[1339993228]","[98]"
"2","[18647]","[1340252469]","[98]"
"2","[16281, 18647, 2543]","[1340698361, 1340700726, 1340721849]","[42, 98, 181]"
"2","[18647]","[1340770276]","[98]"
"2","[18647]","[1341289281]","[98]"
"2","[208, 11189]","[1341378939, 1341382065]","[173, 200]"
